item_id,title,description,tags,community,creator_id,creation_date,item_type,price,max_capacity,current_participants,event_date,duration_hours,is_recurring,rating
151,Child Care Group in Riverside Park,Join our child care group for an engaging community experience. Town skin director lay. Group thing institution condition break on represent.,"child care,fitness",Riverside Park,428,2025-05-24T14:56:33.910885,event,0,33,16,2025-09-03T14:56:33.910885,3.0,True,3.7
152,Tennis Group in Lakeside Manor,Join our tennis group for an engaging community experience. Mission hair political decade.,"tennis,volleyball",Lakeside Manor,140,2025-07-15T14:56:33.910885,service,0,50,39,2025-09-23T14:56:33.910885,2.0,False,4.3
153,Cedar Creek Pilates Group,Join our pilates group for an engaging community experience. Over method rise have authority. Evidence charge pay put around.,"pilates,wine tasting,basketball",Cedar Creek,33,2025-05-18T14:56:33.911885,service,0,22,9,2025-10-09T14:56:33.911885,1.5,False,4.0
154,Camping Group in Downtown Heights,Join our camping group for an engaging community experience. Customer themselves worker message blue operation determine. Process similar there goal away himself. Run continue seek born since usually.,"camping,composting",Downtown Heights,186,2025-07-13T14:56:33.911885,class,0,43,27,2025-08-16T14:56:33.911885,1.0,True,4.9
155,Volleyball Group in Lakeside Manor,Join our volleyball group for an engaging community experience. Nor almost store bit exactly. Interesting property lay possible. Help pattern ahead majority education soon.,"volleyball,wine tasting,child care",Lakeside Manor,38,2025-07-04T14:56:33.911885,group,5,34,12,2025-09-23T14:56:33.911885,1.5,True,4.5
156,Volleyball Group in Cedar Creek,Join our volleyball group for an engaging community experience. Hotel suddenly law reality task exactly it else. Increase yes budget lose soldier PM. Carry soldier sell admit water item maintain west.,"volleyball,cats",Cedar Creek,437,2025-07-12T14:56:33.911885,workshop,0,35,20,2025-09-09T14:56:33.911885,2.0,False,
157,Literary Society Gathering,Join our book club group for an engaging community experience. Itself language study.,"book club,camping,child care,pet grooming",Pine Ridge,374,2025-07-17T14:56:33.911885,group,0,24,8,2025-09-04T14:56:33.911885,2.0,True,5.0
158,Community Service Group in Mountain View,Join our community service group for an engaging community experience. Central item already three certainly floor race. Speak drug smile hundred know nice.,"community service,food tasting,camping",Mountain View,486,2025-05-28T14:56:33.911885,class,0,9,5,2025-08-19T14:56:33.911885,3.0,False,
159,Pet Training Group in Cedar Creek,Join our pet training group for an engaging community experience. Pm friend born rock support lose allow. Notice concern believe. Fact maintain few ready other.,"pet training,yoga",Cedar Creek,370,2025-06-01T14:56:33.911885,group,24,40,39,2025-09-08T14:56:33.911885,3.0,False,3.9
160,Toddler Playdate at Downtown Heights Park,Join our kids play date group for an engaging community experience. Will development from above run nature. Actually others office particularly.,"kids play date,outdoor adventures",Downtown Heights,100,2025-06-24T14:56:33.912884,group,6,12,4,2025-08-29T14:56:33.912884,1.0,False,4.3
161,Guitar Group in Riverside Park,Join our guitar group for an engaging community experience. Buy choice group hand someone.,"guitar,yoga,volleyball",Riverside Park,102,2025-07-14T14:56:33.912884,class,0,38,0,2025-09-18T14:56:33.912884,2.0,True,4.1
162,Board Games Group in Downtown Heights,Join our board games group for an engaging community experience. Agent for bring one everyone sing. Administration reason decide increase risk baby. Truth player spring character themselves.,"board games,crafts,singing",Downtown Heights,473,2025-07-08T14:56:33.912884,event,32,9,5,2025-08-22T14:56:33.912884,1.0,False,3.9
163,Pickup Basketball Session,Join our basketball group for an engaging community experience. Director would all example. Reveal race include attack.,"basketball,hiking,pilates",Downtown Heights,396,2025-08-05T14:56:33.912884,workshop,50,30,28,2025-09-16T14:56:33.912884,3.0,True,4.7
164,Nature Walks Group in Willow Brook,Join our nature walks group for an engaging community experience. Determine floor act word just last. Least or power board buy in actually modern. Record age opportunity life bring.,"nature walks,swimming",Willow Brook,33,2025-05-20T14:56:33.912884,event,16,31,10,2025-08-25T14:56:33.912884,1.5,True,
165,Community Service Group in Lakeside Manor,Join our community service group for an engaging community experience. Hope result quickly mean cold common part. Work concern walk according possible play.,"community service,gardening",Lakeside Manor,88,2025-05-27T14:56:33.912884,service,0,29,25,2025-09-10T14:56:33.912884,2.5,False,4.7
166,Coding Group in Downtown Heights,Join our coding group for an engaging community experience. Today time reduce while road through. South agreement others skin employee Congress.,"coding,pet grooming,food tasting",Downtown Heights,206,2025-06-14T14:56:33.912884,workshop,6,20,19,2025-09-28T14:56:33.912884,3.0,False,
167,Running Group in Sunset Valley,Join our running group for an engaging community experience. Subject special however best. Certain that culture.,"running,food tasting,art,outdoor adventures",Sunset Valley,320,2025-07-11T14:56:33.913885,event,38,28,15,2025-09-22T14:56:33.913885,2.0,True,4.7
168,Dog Walking Group - Oakwood Gardens,"Calling all pet lovers! Share tips, stories, and enjoy the company of fellow animal enthusiasts. Organization rich toward.","pets,child care",Oakwood Gardens,338,2025-07-01T14:56:33.913885,workshop,29,17,17,2025-09-15T14:56:33.913885,1.5,True,3.8
169,Plant Swap Event,Learn sustainable gardening practices from experienced community members. Tools and seeds provided. Game sea report certain.,"gardening,board games",Willow Brook,246,2025-08-06T14:56:33.913885,workshop,35,30,26,2025-09-19T14:56:33.913885,2.0,False,3.5
170,Swimming Group in Mountain View,Join our swimming group for an engaging community experience. Commercial region decision laugh himself to Republican. Eight claim people practice need he. Fish word maintain follow so hear yes.,"swimming,singing",Mountain View,41,2025-07-06T14:56:33.913885,class,0,11,5,2025-10-09T14:56:33.913885,2.0,True,3.8
171,Sunrise Hike Club,Join our hiking group for an engaging community experience. Administration box reduce price main nothing rest. Along doctor pretty son so war land.,"hiking,badminton,technology,cooking",Oakwood Gardens,35,2025-07-28T14:56:33.913885,group,0,43,8,2025-10-08T14:56:33.913885,2.0,False,4.4
172,Running Group in Sunset Valley,Join our running group for an engaging community experience. Option thing remain miss. Six head lot receive toward long American.,"running,pets,crafts",Sunset Valley,231,2025-06-04T14:56:33.913885,group,21,46,41,2025-10-05T14:56:33.913885,2.0,False,
173,Pet Grooming Group in Maple Grove,Join our pet grooming group for an engaging community experience. Important task make picture down through. Technology reduce thought agent. Others measure rule free American.,"pet grooming,urban farming,fitness,art",Maple Grove,433,2025-05-28T14:56:33.913885,service,15,12,6,2025-10-05T14:56:33.913885,1.5,False,4.0
174,Pet Training Group in Lakeside Manor,Join our pet training group for an engaging community experience. Throughout next instead she argue. Require hospital treat.,"pet training,painting,yoga,piano",Lakeside Manor,429,2025-07-07T14:56:33.913885,group,41,11,7,2025-09-22T14:56:33.913885,3.0,False,
175,Composting Group in Mountain View,Join our composting group for an engaging community experience. Language window through dark attention take. Investment thousand strong Mr. Compare simply after up manage.,"composting,photography,kids play date",Mountain View,27,2025-06-02T14:56:33.914884,event,0,5,3,2025-09-01T14:56:33.914884,1.0,True,4.3
176,Language Learning Group in Maple Grove,Join our language learning group for an engaging community experience. Character nearly plant recently plant. Need series several past theory.,"language learning,composting",Maple Grove,489,2025-07-29T14:56:33.914884,event,30,27,6,2025-09-01T14:56:33.914884,3.0,False,
177,Pine Ridge Basketball League,Join our basketball group for an engaging community experience. Movement guess public mother generation represent.,"basketball,gaming,volunteer work,book club",Pine Ridge,338,2025-07-25T14:56:33.914884,event,43,20,3,2025-10-12T14:56:33.914884,2.5,False,4.3
178,Community Service Group in Oakwood Gardens,Join our community service group for an engaging community experience. Reduce seem entire total again expert tax others. Service relationship successful thank.,"community service,business",Oakwood Gardens,351,2025-06-17T14:56:33.914884,workshop,0,23,22,2025-08-30T14:56:33.914884,3.0,True,4.9
179,Writing Group in Riverside Park,Join our writing group for an engaging community experience. Instead meeting ok subject individual threat. Of eat if experience long what.,"writing,pet grooming,entrepreneurship,guitar",Riverside Park,420,2025-07-26T14:56:33.914884,group,0,7,5,2025-09-21T14:56:33.914884,1.0,False,4.8
180,Board Games Group in Cedar Creek,Join our board games group for an engaging community experience. Accept fund personal station. Whether government will your.,"board games,technology",Cedar Creek,105,2025-06-30T14:56:33.914884,group,30,42,22,2025-09-25T14:56:33.914884,1.0,True,4.2
181,Youth Basketball Training,Join our basketball group for an engaging community experience. Discuss light national suggest high finally peace event. Next skin also gun nation American. Reduce nearly trouble main.,"basketball,music,guitar,swimming",Pine Ridge,168,2025-07-22T14:56:33.915887,event,7,47,38,2025-08-24T14:56:33.914884,2.0,True,4.4
182,Cats Group in Cedar Creek,Join our cats group for an engaging community experience. Assume special foot box choice experience detail. Central subject oil understand.,"cats,nature walks,charity events,food tasting",Cedar Creek,498,2025-07-17T14:56:33.915887,group,0,43,38,2025-09-20T14:56:33.915887,3.0,False,4.1
183,Family Events Group in Mountain View,Join our family events group for an engaging community experience. Talk agree make begin.,"family events,art",Mountain View,472,2025-06-24T14:56:33.915887,class,0,21,13,2025-09-11T14:56:33.915887,2.0,True,3.7
184,Toddler Playdate at Maple Grove Park,Join our kids play date group for an engaging community experience. Among speak friend matter consumer cell. Race appear since consider identify. Add painting support follow threat. Teach drug president physical keep.,"kids play date,technology,writing",Maple Grove,23,2025-08-13T14:56:33.915887,class,27,21,4,2025-09-25T14:56:33.915887,1.0,False,4.0
185,Family Events Group in Willow Brook,Join our family events group for an engaging community experience. Cost mother agree show exactly house require. Marriage eye red. Down pattern put few threat seek.,"family events,cooking,cultural exchange,composting",Willow Brook,167,2025-08-12T14:56:33.916884,event,0,44,5,2025-09-12T14:56:33.916884,2.0,False,3.9
186,Running Group in Riverside Park,Join our running group for an engaging community experience. High vote size police stage give explain. He section within power increase several firm. Well again mention work decade last environmental. Whose short lead someone.,"running,community service",Riverside Park,276,2025-07-01T14:56:33.916884,workshop,14,49,8,2025-08-30T14:56:33.916884,1.0,True,4.8
187,Outdoor Adventures Group in Mountain View,Join our outdoor adventures group for an engaging community experience. Economic reality country both already risk cover. Opportunity side product including time beyond machine.,"outdoor adventures,volleyball,business,painting",Mountain View,6,2025-07-30T14:56:33.916884,service,0,45,20,2025-09-28T14:56:33.916884,1.5,False,5.0
188,Community Service Group in Riverside Park,Join our community service group for an engaging community experience. Chair shoulder leader ball. Fire race among enter. Shake less suggest idea.,"community service,networking",Riverside Park,319,2025-07-31T14:56:33.916884,service,0,9,8,2025-08-24T14:56:33.916884,1.5,True,4.0
189,Entrepreneurship Group in Oakwood Gardens,Join our entrepreneurship group for an engaging community experience. Decision how some view perhaps read economy. Yard plan know Republican case agree.,"entrepreneurship,outdoor adventures,crafts,board games",Oakwood Gardens,179,2025-05-21T14:56:33.916884,group,0,48,7,2025-10-06T14:56:33.916884,3.0,False,4.9
190,Community Service Group in Oakwood Gardens,Join our community service group for an engaging community experience. Leader bar current present. Relate night while moment by statement. Act field suggest amount loss kid middle.,"community service,yoga",Oakwood Gardens,401,2025-07-31T14:56:33.917885,workshop,0,44,2,2025-09-15T14:56:33.917885,3.0,True,
191,Beginner Hiking Group,Join our hiking group for an engaging community experience. Understand student adult mention good wind as. Through deal any heavy point we. Role nation whose eight assume trial break.,"hiking,charity events,cats",Cedar Creek,158,2025-07-04T14:56:33.917885,meetup,22,40,1,2025-09-04T14:56:33.917885,2.0,False,
192,Coding Group in Oakwood Gardens,Join our coding group for an engaging community experience. Message whole share themselves behind mind.,"coding,literature",Oakwood Gardens,265,2025-05-29T14:56:33.917885,event,19,14,10,2025-08-16T14:56:33.917885,1.5,False,3.6
193,Pet Training Group in Sunset Valley,Join our pet training group for an engaging community experience. Activity threat number cup place pass hot. Item candidate animal explain. We pick stop media.,"pet training,volleyball,cycling",Sunset Valley,276,2025-06-02T14:56:33.917885,service,0,31,21,2025-08-31T14:56:33.917885,2.0,True,3.9
194,Meditation Group in Oakwood Gardens,Join our meditation group for an engaging community experience. Around voice receive professional growth. Investment important often trip event thousand.,"meditation,outdoor adventures,badminton",Oakwood Gardens,67,2025-07-10T14:56:33.917885,event,36,17,4,2025-10-08T14:56:33.917885,1.5,False,
195,Language Learning Group in Mountain View,Join our language learning group for an engaging community experience. Us west material television amount positive trade bad. Sit at offer single political.,"language learning,gaming,music",Mountain View,275,2025-07-05T14:56:33.918884,workshop,0,43,20,2025-09-01T14:56:33.918884,1.0,True,3.9
196,Art Group in Oakwood Gardens,Join our art group for an engaging community experience. Attention quite government. Find recognize however money wrong car say admit.,"art,hiking,board games",Oakwood Gardens,224,2025-07-13T14:56:33.918884,class,6,41,32,2025-09-30T14:56:33.918884,3.0,True,
197,Crafts Group in Mountain View,Join our crafts group for an engaging community experience. Make myself news single organization remain. Our pay institution add.,"crafts,technology",Mountain View,442,2025-06-15T14:56:33.918884,meetup,0,26,19,2025-08-23T14:56:33.918884,2.0,True,4.0
198,Coding Group in Lakeside Manor,Join our coding group for an engaging community experience. Finally energy two worker soldier series somebody. Message another sense bill enough doctor.,"coding,baking",Lakeside Manor,336,2025-06-16T14:56:33.918884,service,0,21,21,2025-10-11T14:56:33.918884,1.5,False,
199,Riverside Park Fitness Group,Outdoor fitness class that makes working out fun and engaging. Weather permitting. Generation about television. Report when own weight trial.,"fitness,camping,writing,board games",Riverside Park,303,2025-07-05T14:56:33.918884,meetup,12,24,5,2025-08-17T14:56:33.918884,2.0,True,4.7
200,Crafts Group in Cedar Creek,Join our crafts group for an engaging community experience. Catch pressure general development hand sign project stay. Class glass south stop picture.,"crafts,charity events",Cedar Creek,229,2025-05-22T14:56:33.918884,workshop,0,41,34,2025-09-15T14:56:33.918884,1.0,False,4.1
201,Cycling Group in Sunset Valley,Join our cycling group for an engaging community experience. Picture military training billion TV cup bar. During ago maintain. State air public fire feel toward. Medical teach why election.,"cycling,swimming",Sunset Valley,197,2025-07-28T14:56:33.919885,service,0,21,3,2025-09-09T14:56:33.919885,1.0,True,4.8
202,Composting Group in Sunset Valley,Join our composting group for an engaging community experience. Responsibility class thought best price big. Agree perform customer have face always play full. Business pull reflect long.,"composting,nature walks",Sunset Valley,152,2025-07-03T14:56:33.919885,event,0,31,22,2025-09-06T14:56:33.919885,2.5,False,
203,Camping Group in Mountain View,Join our camping group for an engaging community experience. Whole recent financial sometimes suffer. Hear north heavy reveal. Prepare series particular above finally. Situation involve money but investment benefit away.,"camping,tennis",Mountain View,3,2025-08-05T14:56:33.919885,workshop,0,8,2,2025-09-11T14:56:33.919885,2.5,True,4.2
204,Business Group in Mountain View,Join our business group for an engaging community experience. Interesting answer fish. Too population fact.,"business,gardening,food tasting",Mountain View,323,2025-06-06T14:56:33.919885,service,0,17,12,2025-09-30T14:56:33.919885,1.5,False,
205,Composting Group in Pine Ridge,Join our composting group for an engaging community experience. Agreement kitchen role help hot protect. Continue late officer small quality.,"composting,volleyball,writing",Pine Ridge,119,2025-05-31T14:56:33.919885,class,0,40,26,2025-08-30T14:56:33.919885,2.5,True,
206,Music Group in Willow Brook,Join our music group for an engaging community experience. Social account box help. Item former event. Thought can message.,"music,networking",Willow Brook,24,2025-08-11T14:56:33.919885,service,0,16,8,2025-08-28T14:56:33.919885,1.5,True,4.8
207,Outdoor Adventures Group in Willow Brook,Join our outdoor adventures group for an engaging community experience. After recently step other gun compare learn. Turn including quality prevent.,"outdoor adventures,pet training",Willow Brook,120,2025-07-18T14:56:33.919885,meetup,0,12,12,2025-10-10T14:56:33.919885,3.0,False,
208,Nature Walks Group in Willow Brook,Join our nature walks group for an engaging community experience. Various accept with project police assume focus. Method blood individual this.,"nature walks,dogs,pets,coding",Willow Brook,466,2025-07-21T14:56:33.920884,service,7,40,40,2025-08-26T14:56:33.920884,3.0,False,4.2
209,Photography Group in Maple Grove,Join our photography group for an engaging community experience. Others clear exactly bar interesting represent above. Generation loss side sometimes operation item have.,"photography,pet grooming,urban farming,technology",Maple Grove,271,2025-07-29T14:56:33.920884,workshop,0,6,6,2025-09-12T14:56:33.920884,2.5,True,3.6
210,Cats Group in Cedar Creek,Join our cats group for an engaging community experience. Anyone technology control view research production. Hand artist quality difference old computer heart.,"cats,yoga",Cedar Creek,221,2025-08-10T14:56:33.920884,group,0,25,16,2025-09-19T14:56:33.920884,1.5,False,3.7
211,Sunrise Yoga in Lakeside Manor,Start your week right with our Monday morning yoga class. Perfect for stress relief and flexibility. Skin staff make pick possible audience sport game.,"yoga,soccer,baking",Lakeside Manor,87,2025-05-31T14:56:33.920884,class,38,49,24,2025-09-08T14:56:33.920884,1.0,False,4.6
212,Meditation Group in Sunset Valley,Join our meditation group for an engaging community experience. Seek others notice. Present officer candidate. Various buy finish cold baby.,"meditation,crossfit,soccer,basketball",Sunset Valley,290,2025-05-20T14:56:33.920884,workshop,0,24,21,2025-08-23T14:56:33.920884,1.0,False,4.2
213,Entrepreneurship Group in Oakwood Gardens,Join our entrepreneurship group for an engaging community experience. Arm see possible determine. Mind make skin beautiful hand leg recent. Message about thus you ok bad traditional.,"entrepreneurship,poetry,wine tasting,nature walks",Oakwood Gardens,302,2025-05-28T14:56:33.920884,class,0,43,11,2025-09-27T14:56:33.920884,2.0,True,4.0
214,Sunday Basketball Game,Join our basketball group for an engaging community experience. Often friend lay get them see. Defense management interest hot.,"basketball,volleyball,gardening",Lakeside Manor,245,2025-08-09T14:56:33.920884,meetup,0,26,1,2025-09-05T14:56:33.920884,3.0,True,4.3
215,Pet Grooming Group in Pine Ridge,Join our pet grooming group for an engaging community experience. Individual your fear age. Week find public recognize charge store around. Despite concern participant.,"pet grooming,yoga,fitness",Pine Ridge,6,2025-06-17T14:56:33.920884,meetup,0,14,5,2025-10-12T14:56:33.920884,3.0,False,
216,Beginner Yoga Workshop,Start your week right with our Monday morning yoga class. Perfect for stress relief and flexibility. Thousand until than.,"yoga,urban farming",Pine Ridge,353,2025-08-05T14:56:33.921884,service,0,42,14,2025-10-12T14:56:33.921884,3.0,True,3.9
217,Pet Grooming Group in Mountain View,Join our pet grooming group for an engaging community experience. Herself popular first accept voice clearly very student. East feeling first technology believe country.,"pet grooming,piano,hiking",Mountain View,394,2025-05-17T14:56:33.921884,class,0,21,10,2025-10-09T14:56:33.921884,3.0,False,4.8
218,Music Group in Cedar Creek,Join our music group for an engaging community experience. Building view by boy. Color case these beautiful food. Without physical view peace whether.,"music,pet grooming,piano,gardening",Cedar Creek,405,2025-06-04T14:56:33.921884,service,0,27,17,2025-09-11T14:56:33.921884,2.5,True,3.6
219,Gaming Group in Willow Brook,Join our gaming group for an engaging community experience. Identify whether fall huge small. Wide mission let item. Lay drug husband man outside program. Method perhaps exist.,"gaming,hiking",Willow Brook,240,2025-06-03T14:56:33.921884,service,29,25,8,2025-08-20T14:56:33.921884,3.0,False,4.6
220,Badminton Group in Willow Brook,Join our badminton group for an engaging community experience. Mrs however national point level size. Each radio election operation nature where wall new. Great campaign ok.,"badminton,pet grooming",Willow Brook,497,2025-07-18T14:56:33.921884,service,0,7,0,2025-09-14T14:56:33.921884,1.0,False,4.9
221,Photography Group in Downtown Heights,Join our photography group for an engaging community experience. Get health discuss general. Game spring actually good sea discover pressure leader.,"photography,writing,guitar",Downtown Heights,5,2025-05-18T14:56:33.921884,event,44,43,3,2025-09-16T14:56:33.921884,2.5,False,4.2
222,Pickup Basketball Session,Join our basketball group for an engaging community experience. Early show piece side lay memory number. People employee heavy feel. Data safe sort.,"basketball,piano,pets,gaming",Lakeside Manor,119,2025-07-07T14:56:33.922884,service,0,41,0,2025-10-13T14:56:33.922884,1.5,True,5.0
223,Cats Group in Mountain View,Join our cats group for an engaging community experience. West scientist language product candidate.,"cats,technology,swimming,family events",Mountain View,177,2025-07-01T14:56:33.922884,service,41,47,24,2025-09-20T14:56:33.922884,3.0,False,4.5
224,Music Group in Oakwood Gardens,Join our music group for an engaging community experience. Another rate build light risk value. Role message economy allow. Leave food play wait later.,"music,fitness,gardening",Oakwood Gardens,232,2025-08-13T14:56:33.922884,service,48,18,18,2025-08-23T14:56:33.922884,3.0,True,4.7
225,Music Group in Cedar Creek,Join our music group for an engaging community experience. In me result purpose performance run agent. Professor speech dog do future full similar. Throw buy or involve more dark raise.,"music,piano,art",Cedar Creek,79,2025-06-06T14:56:33.922884,event,0,13,5,2025-09-04T14:56:33.922884,1.5,True,4.4
226,Entrepreneurship Group in Sunset Valley,Join our entrepreneurship group for an engaging community experience. Glass interest beyond run stuff job people. Project wife benefit learn chair. Answer culture thing itself bed medical.,"entrepreneurship,gaming,cycling",Sunset Valley,113,2025-06-24T14:56:33.922884,service,0,30,8,2025-09-26T14:56:33.922884,1.0,False,4.3
227,Pet Training Group in Willow Brook,Join our pet training group for an engaging community experience. Business fire tough wife increase Mr continue. Activity inside report hour. Line level blue put the focus particularly.,"pet training,badminton,pets,gardening",Willow Brook,465,2025-07-22T14:56:33.922884,workshop,0,29,3,2025-08-21T14:56:33.922884,1.0,True,
228,Pet Training Group in Pine Ridge,Join our pet training group for an engaging community experience. Matter reveal effort course current. Wait beat style modern TV summer.,"pet training,volunteer work,painting",Pine Ridge,42,2025-06-14T14:56:33.922884,class,0,32,31,2025-08-28T14:56:33.922884,3.0,True,
229,Coding Group in Willow Brook,Join our coding group for an engaging community experience. About always show study when level. Since time others because million always knowledge.,"coding,pet grooming,technology",Willow Brook,24,2025-06-15T14:56:33.923885,class,21,5,1,2025-10-03T14:56:33.923885,3.0,True,
230,Entrepreneurship Group in Maple Grove,Join our entrepreneurship group for an engaging community experience. Trip very focus occur arm success job name. Car night including keep court year.,"entrepreneurship,pet grooming,meditation,pets",Maple Grove,265,2025-07-03T14:56:33.923885,workshop,0,25,18,2025-09-07T14:56:33.923885,2.5,True,3.6
231,Youth Basketball Training,Join our basketball group for an engaging community experience. Water available us behavior art soldier task. Fish party matter response.,"basketball,community service",Oakwood Gardens,49,2025-05-26T14:56:33.923885,meetup,30,5,3,2025-10-03T14:56:33.923885,2.0,False,4.1
232,Badminton Group in Cedar Creek,Join our badminton group for an engaging community experience. Suffer ability claim fact yard investment. Several show buy. Into perhaps we.,"badminton,tennis,hiking",Cedar Creek,177,2025-06-04T14:56:33.923885,service,7,14,6,2025-09-19T14:56:33.923885,1.0,True,4.0
233,Entrepreneurship Group in Willow Brook,Join our entrepreneurship group for an engaging community experience. Site guess resource president push recognize energy. Choice seek sing. National guess site stock prove hot.,"entrepreneurship,pets",Willow Brook,83,2025-08-10T14:56:33.923885,workshop,0,35,17,2025-08-29T14:56:33.923885,2.0,False,
234,Monthly Book Club Meeting,Join our book club group for an engaging community experience. Report often her everyone. Every economy physical. Bad feel often south loss our their north.,"book club,business,painting,pet training",Sunset Valley,153,2025-06-05T14:56:33.923885,meetup,0,45,7,2025-09-23T14:56:33.923885,1.0,True,3.5
235,Soccer Group in Cedar Creek,Join our soccer group for an engaging community experience. Rest artist office world financial discuss. Inside sell five worker nation maybe. Responsibility water several agent share.,"soccer,food tasting",Cedar Creek,21,2025-06-19T14:56:33.924884,event,0,24,5,2025-10-12T14:56:33.924884,1.0,True,3.9
236,Food Tasting Group in Pine Ridge,Join our food tasting group for an engaging community experience. Investment news tell training manager. Decide deep look sense. Hear sit always your shoulder point. Try audience bed citizen trouble.,"food tasting,singing,fitness,business",Pine Ridge,398,2025-08-13T14:56:33.924884,event,0,10,7,2025-09-04T14:56:33.924884,1.0,False,
237,Plant Swap Event,"Seasonal workshop covering planting, maintenance, and harvesting techniques for local climate. Action since call cost.","gardening,nature walks,board games,cultural exchange",Pine Ridge,69,2025-06-03T14:56:33.924884,group,0,29,2,2025-09-25T14:56:33.924884,1.5,True,4.8
238,Swimming Group in Maple Grove,Join our swimming group for an engaging community experience. Couple central four none fact responsibility.,"swimming,badminton,cycling,coding",Maple Grove,45,2025-07-25T14:56:33.924884,class,29,50,50,2025-10-04T14:56:33.924884,3.0,False,4.2
239,Music Group in Downtown Heights,Join our music group for an engaging community experience. Report management security effort list discover measure. Expect perform ability writer strategy activity. Commercial factor physical.,"music,baking",Downtown Heights,115,2025-06-26T14:56:33.924884,meetup,0,9,1,2025-09-05T14:56:33.924884,1.0,False,4.6
240,Composting Group in Lakeside Manor,Join our composting group for an engaging community experience. Significant whether body power agency. Will avoid several.,"composting,singing,running,community service",Lakeside Manor,396,2025-06-14T14:56:33.924884,event,30,10,8,2025-10-10T14:56:33.924884,3.0,True,4.1
241,Poetry Group in Cedar Creek,Join our poetry group for an engaging community experience. Week entire two he think draw. Top sound difficult national choice seek tonight. Something last whom series.,"poetry,literature",Cedar Creek,331,2025-07-29T14:56:33.924884,group,0,30,16,2025-08-21T14:56:33.924884,1.5,True,
242,Cats Group in Lakeside Manor,Join our cats group for an engaging community experience. Check table sell old. Hard quality brother yet hard.,"cats,volunteer work,charity events,music",Lakeside Manor,78,2025-07-16T14:56:33.924884,meetup,0,17,0,2025-09-30T14:56:33.924884,1.0,False,4.1
243,Coding Group in Sunset Valley,Join our coding group for an engaging community experience. Tough water only image worry real pattern.,"coding,urban farming,music,art",Sunset Valley,141,2025-06-21T14:56:33.925884,event,0,29,18,2025-09-11T14:56:33.925884,1.5,False,
244,Singing Group in Sunset Valley,Join our singing group for an engaging community experience. Whose color yard. Whom figure level training produce draw work. Actually seat effect job record in capital. Catch course company.,"singing,urban farming",Sunset Valley,4,2025-06-04T14:56:33.925884,meetup,16,30,12,2025-08-16T14:56:33.925884,1.5,True,3.7
245,Baking Group in Cedar Creek,Join our baking group for an engaging community experience. Chair call choose year man small.,"baking,dogs,parenting,kids play date",Cedar Creek,216,2025-05-27T14:56:33.925884,service,17,24,9,2025-08-17T14:56:33.925884,2.5,True,
246,Entrepreneurship Group in Cedar Creek,Join our entrepreneurship group for an engaging community experience. Blue minute officer. Let few need mind man. Image black official standard.,"entrepreneurship,plant care,composting",Cedar Creek,231,2025-08-03T14:56:33.925884,group,14,22,0,2025-08-29T14:56:33.925884,3.0,True,4.9
247,Language Learning Group in Riverside Park,Join our language learning group for an engaging community experience. Form wish radio keep half. Individual specific policy within again while agree play. Often question black few.,"language learning,basketball,cycling",Riverside Park,500,2025-07-27T14:56:33.925884,class,0,8,6,2025-08-18T14:56:33.925884,2.0,False,
248,Music Group in Lakeside Manor,Join our music group for an engaging community experience. Sound listen position out culture. Base position involve their spend body benefit. Strategy recently lay operation raise history base effect.,"music,poetry,community service",Lakeside Manor,142,2025-05-22T14:56:33.925884,workshop,43,25,19,2025-09-30T14:56:33.925884,2.5,True,4.2
249,Sunday Basketball Game,Join our basketball group for an engaging community experience. Set not shoulder when democratic. Purpose life bag win save partner. Truth trial animal health.,"basketball,entrepreneurship,composting,badminton",Cedar Creek,262,2025-07-16T14:56:33.926887,service,22,13,10,2025-09-17T14:56:33.926887,2.5,True,4.6
250,HIIT Training Session,Transform your fitness journey with our supportive group. Equipment provided. Mrs heavy page college action test.,"fitness,volunteer work,pet grooming,cats",Cedar Creek,152,2025-06-03T14:56:33.926887,workshop,0,10,5,2025-09-11T14:56:33.926887,2.0,True,4.7
251,Outdoor Adventures Group in Maple Grove,Join our outdoor adventures group for an engaging community experience. Quickly word prove wonder pick fast way. Lead right drive total.,"outdoor adventures,business",Maple Grove,409,2025-06-21T14:56:33.926887,group,0,44,17,2025-08-20T14:56:33.926887,3.0,True,4.9
252,Board Games Group in Oakwood Gardens,Join our board games group for an engaging community experience. Money story spring find skill central cost. Eye loss line relate determine general popular cause.,"board games,entrepreneurship,fitness,pet grooming",Oakwood Gardens,493,2025-06-12T14:56:33.926887,group,0,29,18,2025-10-14T14:56:33.926887,3.0,True,4.5
253,Urban Farming Group in Willow Brook,Join our urban farming group for an engaging community experience. Because respond more change. The instead the technology put clearly want. Figure appear rather star get pay dog.,"urban farming,swimming,board games",Willow Brook,285,2025-07-15T14:56:33.926887,workshop,0,34,22,2025-08-16T14:56:33.926887,3.0,False,4.0
254,Urban Farming Group in Sunset Valley,Join our urban farming group for an engaging community experience. Section adult possible prevent. Across operation a religious foot series admit spring.,"urban farming,book club",Sunset Valley,162,2025-05-28T14:56:33.926887,service,24,12,0,2025-08-25T14:56:33.926887,2.0,False,
